201,0,0,0,0,9,0,38
3,0,45,8,53,232,23,987
301,0,6,4,10,157,6,636
441,0,64,0,64,115,56,674
7,0,3,0,3,31,10,80
8,0,7,0,7,38,18,109
9,0,3,0,3,9,33,21
10,0,70,0,70,154,45,"1,177"
11,0,46,4,50,101,50,552
211,0,3,0,3,38,8,182
13,0,34,7,41,80,51,423
131,0,28,5,33,127,26,652
14,0,45,0,45,120,38,777
,,,,,,,12

"2017 Elk Harvest, Hunters and Recreation Days for Late Seasons (Includes PLOs)",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
214,0,28,0,28,96,29,384
15,0,26,0,26,158,16,"1,484"
18,0,28,6,34,171,20,702
181,0,6,0,6,47,13,163
19,0,8,3,11,48,23,188
191,0,2,0,2,39,5,208
20,55,51,2,108,186,58,985
22,0,35,0,35,94,37,504
23,0,11,6,17,83,20,510
24,0,0,0,0,6,0,34
26,0,15,0,15,33,45,280
27,0,5,0,5,60,8,213
28,0,28,0,28,124,23,425
30,0,14,0,14,92,15,717
31,0,25,19,44,274,16,"2,267"
33,0,10,0,10,20,50,161
35,0,4,0,4,46,9,292
36,0,8,0,8,29,28,179
361,0,11,0,11,37,30,158
37,0,49,0,49,137,36,505
371,0,4,0,4,39,10,141
38,0,0,0,0,89,0,702
411,0,12,0,12,94,13,"1,933"
43,0,0,0,0,3,0,3
50,0,6,3,9,40,23,184
500,0,6,4,10,34,29,136
501,0,0,0,0,28,0,135
51,0,0,0,0,2,0,5
52,0,10,0,10,97,10,"1,203"
521,0,0,0,0,14,0,184
53,0,0,0,0,69,0,942
591,0,4,4,8,32,25,294
61,0,21,0,21,58,36,300
62,0,4,0,4,25,16,175
63,0,0,0,0,56,0,480
64,0,8,0,8,21,38,154
68,0,12,0,12,77,16,733
681,0,17,0,17,44,39,445
70,0,44,3,47,182,26,876
73,0,0,0,0,3,0,8
751,0,18,0,18,60,30,354
80,0,0,0,0,5,0,125
81,0,3,3,6,6,100,21
85,0,48,0,48,150,32,"1,106"
851,0,18,0,18,83,22,200
128,0,19,0,19,168,11,"1,450"
133,0,3,0,3,14,21,288
134,0,2,0,2,5,40,14
140,0,10,0,10,23,43,231
141,0,5,0,5,11,45,32
142,0,3,0,3,21,14,178
Total,55,"1,010",84,"1,149","4,572",25,"29,787"
,,,,,,,13

"2017 Elk Harvest, Hunters and Recreation Days for Private Land Only Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,0,3,3,6,9,67,50
3,10,44,0,54,212,25,"1,547"
301,5,34,0,39,170,23,"1,256"
4,14,151,15,180,401,45,"2,449"
441,36,122,0,158,291,54,"1,584"
5,0,10,0,10,30,33,74
6,0,24,2,26,65,40,298
7,0,16,0,16,62,26,448
8,0,29,0,29,86,34,873
9,0,31,5,36,103,35,"1,092"
10,0,68,7,75,114,66,510
11,27,101,9,137,309,44,"1,399"
211,27,30,0,57,127,45,477
12,50,108,9,167,324,52,"1,555"
13,23,56,18,97,328,30,"1,409"
131,14,52,5,71,269,26,"1,259"
231,3,34,0,37,100,37,499
14,0,45,0,45,120,38,777
214,22,71,15,108,266,41,"1,283"
15,46,66,11,123,358,34,"2,327"
16,4,36,5,45,114,39,519
161,2,4,0,6,22,27,99
17,5,25,0,30,112,27,325
171,2,27,0,29,58,50,252
18,6,7,2,15,65,23,291
181,0,2,0,2,20,10,91
19,0,29,0,29,111,26,"1,305"
191,0,17,0,17,123,14,"1,462"
20,10,156,10,176,397,44,"5,819"
21,20,10,0,30,46,65,154
22,3,43,36,82,262,31,"1,570"
23,27,58,6,91,284,32,"1,295"
24,14,0,0,14,32,44,182
25,0,16,0,16,77,21,746
26,0,7,0,7,61,11,240
27,6,10,1,17,32,53,166
28,9,33,0,42,180,23,740
29,0,38,0,38,83,46,863
30,0,0,0,0,5,0,22
31,20,22,0,42,98,43,996
32,10,2,0,12,61,20,423
33,0,15,0,15,59,25,314
34,9,6,8,23,38,61,277
35,0,26,0,26,59,44,301
36,5,10,0,15,46,33,133
361,2,0,0,2,17,12,137
37,3,8,0,11,55,20,166
371,0,5,0,5,12,42,53
38,3,9,0,12,48,25,"1,472"
39,0,27,2,29,50,58,843
391,0,78,0,78,152,51,"3,239"
40,0,40,0,40,77,52,684
41,10,100,5,115,317,36,"1,975"
411,5,17,0,22,105,21,"1,982"
42,31,31,0,62,190,33,759
421,10,47,14,71,352,20,"4,525"
,,,,,,,14

"2017 Elk Harvest, Hunters and Recreation Days for Private Land Only Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
43,8,10,0,18,121,15,"1,326"
44,5,2,0,7,30,23,409
444,5,35,0,40,135,30,"1,813"
45,0,0,0,0,9,0,83
46,0,4,0,4,26,15,211
461,0,0,0,0,24,0,540
47,0,9,2,11,35,31,139
471,1,0,6,7,12,58,23
481,0,11,0,11,54,20,"1,000"
50,0,9,0,9,34,26,179
500,0,3,1,4,17,24,206
501,0,15,0,15,27,56,316
51,0,59,0,59,132,45,"1,154"
511,5,37,1,43,124,35,"2,333"
52,10,15,0,25,135,19,"1,347"
521,10,16,0,26,98,27,520
53,31,14,3,48,150,32,"1,182"
54,4,21,0,25,86,29,620
55,0,0,0,0,3,0,9
56,0,5,0,5,39,13,342
57,0,16,0,16,95,17,"1,081"
58,0,23,0,23,94,24,754
581,9,27,0,36,152,24,"1,356"
59,8,7,0,15,93,16,787
60,0,12,0,12,45,27,268
61,0,8,0,8,33,24,184
62,30,52,2,84,304,28,"1,469"
63,18,55,0,73,247,30,"1,776"
64,28,28,0,56,163,34,797
65,45,155,2,202,376,54,"2,453"
68,0,4,0,4,4,100,26
682,16,23,0,39,66,59,78
69,0,45,2,47,141,33,800
691,0,0,0,0,28,0,176
70,110,191,26,327,844,39,"3,616"
71,9,12,2,23,54,43,217
711,7,7,10,24,76,32,400
72,2,16,0,18,70,26,657
73,4,25,0,29,56,52,406
74,0,0,6,6,37,16,288
741,11,33,0,44,95,46,"1,047"
75,0,23,0,23,102,23,747
751,3,18,0,21,63,33,357
77,17,3,0,20,49,41,285
771,0,3,0,3,12,25,75
78,22,14,0,36,64,56,269
79,0,3,0,3,11,27,49
791,16,13,0,29,49,59,59
80,0,6,0,6,22,27,996
81,0,5,0,5,28,18,211
82,31,11,0,42,48,88,173
83,42,95,7,144,322,45,"1,317"
84,0,33,20,53,268,20,"2,169"
85,77,182,12,271,689,39,"4,748"
851,0,54,0,54,167,32,"1,381"
86,6,90,15,111,409,27,"3,943"
,,,,,,,15

"2017 Elk Harvest, Hunters and Recreation Days for Private Land Only Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
861,2,22,11,35,77,45,620
104,0,37,5,42,123,34,"1,160"
105,0,0,0,0,5,0,63
140,18,11,0,29,58,50,201
144,0,0,0,0,2,0,10
Total,"1,103","3,683",321,"5,107","14,496",35,"106,807"
"2017 Elk Harvest, Hunters and Recreation Days for First Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,0,1,0,1,5,20,18
2,0,10,2,12,20,60,54
201,0,11,2,13,30,43,98
3,51,46,0,97,318,31,"1,006"
301,26,27,5,58,108,54,232
4,148,218,21,387,950,41,"2,762"
441,109,50,0,159,342,46,999
5,81,10,0,91,315,29,975
6,41,56,23,120,794,15,"2,761"
7,45,0,0,45,200,23,710
8,35,0,0,35,110,32,357
9,8,0,0,8,16,50,40
10,0,32,0,32,54,59,141
11,142,65,10,217,"1,062",20,"3,982"
211,132,19,13,164,228,72,900
12,294,276,10,580,"1,550",37,"4,894"
13,65,35,13,113,348,32,"1,237"
131,46,10,0,56,206,27,751
231,52,89,0,141,528,27,"2,017"
14,30,13,3,46,255,18,956
214,22,14,5,41,143,29,503
15,87,41,12,140,479,29,"1,654"
16,14,27,10,51,233,22,660
161,17,27,10,54,448,12,"1,458"
17,15,51,0,66,283,23,976
171,12,26,0,38,335,11,"1,101"
18,133,57,27,217,"1,043",21,"3,591"
181,10,0,0,10,165,6,551
19,24,0,0,24,94,26,337
191,5,0,0,5,39,13,123
20,15,0,0,15,19,79,66
21,109,24,0,133,368,36,"1,197"
22,85,0,10,95,286,33,"1,030"
23,153,61,0,214,930,23,"3,423"
24,248,41,0,289,"1,145",25,"3,931"
25,21,9,0,30,271,11,"1,062"
26,32,0,0,32,236,14,748
27,11,31,11,53,175,30,582
28,72,57,5,134,604,22,"2,117"
29,4,0,0,4,18,22,90
30,0,0,0,0,68,0,226
31,47,6,0,53,152,35,549
32,26,0,0,26,130,20,437
,,,,,,,16

"2017 Elk Harvest, Hunters and Recreation Days for First Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
33,140,10,0,150,662,23,"2,332"
34,41,0,8,49,326,15,"1,139"
35,5,24,5,34,142,24,521
36,22,6,0,28,147,19,520
361,2,0,0,2,21,10,74
37,3,17,0,20,208,10,861
371,20,13,0,33,238,14,810
38,10,0,0,10,57,18,145
39,16,1,0,17,62,27,189
391,5,0,0,5,14,36,38
40,21,16,0,37,61,61,210
41,30,29,5,64,338,19,"1,335"
411,15,5,0,20,109,18,398
42,46,33,0,79,424,19,"1,526"
421,80,20,5,105,444,24,"1,618"
43,22,24,2,48,239,20,807
44,12,9,3,24,115,21,375
444,5,5,0,10,69,14,209
45,16,7,0,23,106,22,371
46,2,0,0,2,37,5,124
461,0,0,0,0,9,0,32
47,0,9,3,12,32,38,72
471,13,0,0,13,29,45,85
48,24,0,0,24,68,35,218
481,23,0,0,23,65,35,255
49,35,0,0,35,72,49,274
50,9,0,0,9,47,19,154
500,16,0,0,16,85,19,305
501,16,0,0,16,34,47,122
51,5,0,0,5,44,11,171
511,5,4,0,9,103,9,339
52,30,0,0,30,181,17,709
521,50,62,5,117,612,19,"2,374"
53,74,43,0,117,358,33,"1,411"
54,56,10,0,66,339,19,"1,255"
55,71,59,7,137,484,28,"1,808"
551,14,17,0,31,158,20,638
56,8,0,0,8,47,17,176
561,9,0,0,9,30,30,101
57,11,4,0,15,111,14,391
58,15,10,0,25,78,32,253
581,16,6,0,22,121,18,441
59,15,0,0,15,75,20,251
60,11,0,0,11,50,22,200
61,63,24,1,88,174,51,652
62,75,14,9,98,380,26,"1,585"
63,31,41,0,72,159,45,530
64,28,6,4,38,210,18,826
65,95,48,4,147,452,33,"1,701"
66,97,19,0,116,370,31,"1,478"
67,71,4,0,75,338,22,"1,396"
68,48,0,0,48,225,21,818
681,17,0,0,17,138,12,428
69,10,0,0,10,30,33,102
691,0,0,0,0,6,0,19
70,184,79,11,274,552,50,"1,937"
,,,,,,,17

"2017 Elk Harvest, Hunters and Recreation Days for First Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
71,63,84,2,149,608,25,"2,112"
711,26,31,0,57,240,24,630
72,2,0,0,2,72,3,187
73,17,28,0,45,118,38,418
74,38,19,0,57,247,23,902
741,16,0,0,16,22,73,62
75,46,11,0,57,367,16,"1,267"
751,6,25,0,31,185,17,712
76,112,0,0,112,177,63,645
77,79,20,0,99,461,21,"1,829"
771,6,0,0,6,6,100,6
78,44,22,0,66,279,24,951
79,20,8,0,28,178,16,640
80,72,0,0,72,321,22,"1,058"
81,59,0,0,59,288,20,"1,018"
82,53,36,7,96,289,33,953
83,25,10,7,42,77,55,228
84,21,0,0,21,43,49,133
85,78,19,0,97,309,31,"1,104"
851,3,0,0,3,26,12,105
86,11,12,0,23,112,21,440
861,20,0,0,20,67,30,252
104,9,0,0,9,16,56,73
123,0,0,0,0,6,0,26
140,18,0,0,18,38,47,131
Total,"5,069","2,443",280,"7,792","29,740",26,"104,293"
"2017 Elk Harvest, Hunters and Recreation Days for Second Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,0,3,0,3,19,16,73
2,0,15,0,15,20,75,102
201,0,24,2,26,51,51,146
3,28,18,0,46,481,10,"1,954"
301,16,0,0,16,253,6,"1,092"
4,140,96,15,251,"1,344",19,"6,269"
441,25,24,4,53,490,11,"2,154"
5,81,18,2,101,553,18,"2,583"
6,83,37,0,120,849,14,"3,937"
7,58,12,0,70,368,19,"1,559"
8,106,8,0,114,578,20,"2,330"
9,7,0,0,7,24,29,99
10,0,26,0,26,63,41,240
11,73,49,10,132,583,23,"2,822"
211,83,20,10,113,584,19,"2,913"
12,150,142,0,292,"1,514",19,"7,510"
13,78,36,12,126,430,29,"1,909"
131,9,36,0,45,276,16,"1,165"
231,31,28,0,59,429,14,"2,136"
14,69,13,6,88,642,14,"2,931"
214,40,47,14,101,493,20,"2,126"
15,74,42,0,116,"1,175",10,"5,726"
16,20,0,11,31,401,8,"1,711"
,,,,,,,18

"2017 Elk Harvest, Hunters and Recreation Days for Second Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
161,61,21,11,93,566,16,"2,685"
17,56,18,11,85,509,17,"1,891"
171,28,18,0,46,418,11,"1,962"
18,52,12,0,64,983,7,"4,750"
181,17,12,0,29,324,9,"1,669"
19,39,0,0,39,314,12,"1,320"
191,12,5,0,17,149,11,518
20,19,0,0,19,44,43,147
21,57,39,0,96,583,16,"2,798"
22,84,19,10,113,660,17,"3,242"
23,71,54,11,136,"1,177",12,"5,580"
24,69,11,11,91,"1,099",8,"5,096"
25,38,8,0,46,439,10,"2,138"
26,16,4,0,20,308,6,"1,616"
27,25,25,9,59,526,11,"2,511"
28,88,27,0,115,931,12,"4,075"
29,0,4,1,5,25,20,131
30,16,13,4,33,267,12,"1,075"
31,23,18,8,49,317,15,"1,422"
32,33,15,0,48,231,21,"1,164"
33,40,58,4,102,934,11,"4,764"
34,16,10,0,26,341,8,"1,803"
35,4,3,0,7,373,2,"1,629"
36,47,8,0,55,474,12,"1,956"
361,8,0,0,8,100,8,432
37,25,17,0,42,413,10,"1,604"
371,8,8,0,16,250,6,992
38,17,0,0,17,226,8,879
39,11,6,0,17,76,22,309
391,0,0,0,0,2,0,9
40,18,19,3,40,54,74,224
41,32,24,21,77,502,15,"2,132"
411,12,11,0,23,235,10,"1,057"
42,109,130,3,242,"1,207",20,"6,237"
421,86,75,0,161,"1,093",15,"5,458"
43,49,20,8,77,810,10,"3,815"
44,33,3,0,36,263,14,"1,165"
444,57,17,8,82,431,19,"2,225"
45,21,0,0,21,289,7,"1,273"
46,4,2,1,7,58,12,301
461,0,0,0,0,11,0,66
47,42,7,2,51,212,24,"1,091"
471,9,9,0,18,62,29,276
48,17,21,4,42,119,35,602
481,31,6,0,37,200,19,"1,053"
49,43,35,11,89,254,35,"1,307"
50,20,0,0,20,198,10,"1,046"
500,20,43,0,63,249,25,"1,082"
501,7,11,0,18,127,14,623
51,19,4,0,23,91,25,431
511,30,11,0,41,351,12,"1,464"
52,40,17,0,57,519,11,"2,622"
521,67,62,16,145,"1,021",14,"5,447"
53,64,19,0,83,497,17,"2,426"
54,82,14,0,96,756,13,"3,919"
55,66,19,2,87,"1,000",9,"4,549"
,,,,,,,19

"2017 Elk Harvest, Hunters and Recreation Days for Second Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
551,32,14,6,52,558,9,"2,767"
56,6,5,0,11,96,11,553
561,10,7,0,17,56,30,320
57,18,7,0,25,106,24,461
58,18,7,0,25,85,29,394
581,25,3,0,28,359,8,"1,657"
59,34,5,0,39,115,34,464
591,0,0,0,0,8,0,25
60,17,0,2,19,86,22,399
61,51,63,11,125,263,48,"1,415"
62,170,42,0,212,"1,642",13,"8,847"
63,31,10,0,41,312,13,"1,672"
64,16,21,5,42,253,17,"1,150"
65,67,20,4,91,632,14,"3,078"
66,58,30,5,93,372,25,"1,972"
67,27,6,0,33,364,9,"2,284"
68,42,6,0,48,631,8,"3,267"
681,25,6,0,31,388,8,"2,016"
69,0,2,7,9,134,7,534
691,4,0,0,4,27,15,122
70,113,115,10,238,"1,089",22,"5,565"
71,76,10,0,86,793,11,"4,112"
711,56,0,0,56,398,14,"1,915"
72,4,0,0,4,109,4,586
73,0,2,0,2,193,1,985
74,78,6,3,87,600,15,"3,114"
741,13,0,0,13,97,13,544
75,25,0,0,25,373,7,"1,652"
751,38,4,0,42,342,12,"1,634"
76,28,52,0,80,244,33,"1,159"
77,102,5,0,107,866,12,"4,468"
771,29,0,0,29,163,18,769
78,108,0,0,108,769,14,"3,879"
79,12,0,5,17,168,10,908
80,101,3,0,104,911,11,"4,617"
81,79,18,0,97,966,10,"5,009"
82,21,16,0,37,426,9,"1,865"
83,33,20,0,53,300,18,"1,605"
84,19,16,0,35,177,20,683
85,104,0,0,104,664,16,"3,296"
851,28,0,0,28,93,30,409
86,41,12,0,53,526,10,"2,447"
861,17,20,0,37,165,22,807
104,6,0,0,6,8,75,39
133,4,0,0,4,16,25,51
134,0,0,0,0,8,0,19
140,12,0,0,12,51,24,204
141,12,0,0,12,20,60,75
142,8,0,0,8,34,24,177
Total,"4,947","2,259",303,"7,509","52,344",14,"251,535"
,,,,,,,20

"2017 Elk Harvest, Hunters and Recreation Days for Third Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,0,7,0,7,9,78,39
2,0,14,0,14,31,45,134
201,0,10,0,10,30,33,139
3,47,13,4,64,"1,150",6,"5,458"
301,11,4,0,15,652,2,"3,010"
4,123,41,4,168,"1,099",15,"5,456"
441,58,14,0,72,319,23,"1,515"
5,47,12,0,59,217,27,888
6,28,48,5,81,564,14,"2,633"
7,22,25,0,47,312,15,"1,468"
8,57,12,2,71,339,21,"1,806"
9,7,0,0,7,14,50,72
10,0,25,6,31,59,53,285
11,51,67,14,132,"1,027",13,"4,996"
211,73,66,0,139,795,17,"3,846"
12,75,72,12,159,"1,024",16,"4,934"
13,95,18,6,119,522,23,"2,371"
131,12,19,0,31,191,16,981
231,4,14,3,21,166,13,801
14,53,14,1,68,291,23,"1,226"
214,17,26,7,50,206,24,875
15,56,39,6,101,"1,130",9,"5,738"
16,30,52,0,82,277,30,"1,289"
161,28,48,3,79,498,16,"2,105"
17,43,31,3,77,518,15,"2,267"
171,21,15,0,36,340,11,"1,437"
18,88,27,2,117,"1,132",10,"5,748"
181,12,22,5,39,318,12,"1,442"
19,6,8,4,18,220,8,"1,215"
191,0,6,0,6,135,4,456
20,10,3,0,13,38,34,190
21,29,74,9,112,588,19,"2,810"
22,71,25,3,99,791,13,"4,086"
23,77,97,12,186,"1,115",17,"5,529"
24,23,8,8,39,571,7,"2,713"
25,47,10,0,57,337,17,"1,662"
26,32,11,0,43,267,16,"1,269"
27,4,6,0,10,337,3,"1,170"
28,35,36,0,71,"1,016",7,"4,774"
29,3,8,0,11,34,32,159
30,17,0,0,17,310,5,"1,190"
31,47,17,12,76,403,19,"1,807"
32,8,17,5,30,138,22,605
33,36,30,0,66,607,11,"3,122"
34,4,2,0,6,169,4,737
35,37,2,0,39,323,12,"1,483"
36,26,3,0,29,360,8,"1,593"
361,4,3,0,7,105,7,480
37,37,3,0,40,522,8,"1,934"
371,9,5,2,16,262,6,"1,079"
38,18,0,1,19,209,9,768
39,2,0,0,2,67,3,340
391,5,0,0,5,9,56,57
40,15,12,0,27,52,52,258
41,22,16,0,38,436,9,"2,133"
411,8,10,0,18,190,9,845
,,,,,,,21

"2017 Elk Harvest, Hunters and Recreation Days for Third Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
42,85,59,20,164,"1,117",15,"5,479"
421,37,5,0,42,633,7,"3,025"
43,50,30,0,80,641,12,"2,818"
44,9,0,0,9,293,3,"1,391"
444,24,6,0,30,280,11,"1,426"
45,13,0,0,13,229,6,"1,050"
46,3,0,0,3,39,8,221
461,0,0,0,0,17,0,83
47,22,0,0,22,156,14,700
471,0,4,0,4,28,14,59
48,3,11,2,16,37,43,178
481,13,6,0,19,125,15,713
49,8,19,5,32,158,20,777
50,7,31,2,40,206,19,"1,106"
500,11,24,5,40,166,24,832
501,17,4,0,21,119,18,648
51,9,0,3,12,49,24,234
511,13,3,0,16,373,4,"1,446"
52,8,10,0,18,313,6,"1,578"
521,27,43,0,70,500,14,"2,471"
53,11,19,2,32,291,11,"1,571"
54,57,4,0,61,620,10,"2,942"
55,94,54,0,148,"1,068",14,"5,496"
551,53,21,12,86,649,13,"3,202"
56,5,0,0,5,105,5,713
561,5,4,0,9,55,16,262
57,10,5,0,15,118,13,555
58,3,0,0,3,104,3,554
581,22,5,0,27,374,7,"1,719"
59,0,0,0,0,99,0,293
591,31,0,0,31,98,32,223
60,4,0,0,4,96,4,500
61,21,95,0,116,213,54,"1,032"
62,53,22,2,77,"1,037",7,"5,027"
63,20,19,0,39,199,20,964
64,8,9,0,17,216,8,891
65,66,19,7,92,502,18,"2,178"
66,38,48,2,88,297,30,"1,527"
67,21,20,4,45,294,15,"1,479"
68,17,13,0,30,639,5,"3,243"
681,8,12,0,20,322,6,"1,618"
69,3,4,0,7,92,8,365
691,0,0,0,0,22,0,116
70,72,42,8,122,"1,072",11,"5,922"
71,33,22,0,55,631,9,"3,115"
711,89,36,1,126,808,16,"4,316"
72,8,3,0,11,178,6,749
73,20,0,0,20,246,8,"1,197"
74,24,2,0,26,301,9,"1,455"
741,15,1,0,16,89,18,497
75,42,10,4,56,432,13,"2,171"
751,48,11,0,59,334,18,"1,475"
76,13,19,6,38,195,19,"1,026"
77,75,17,4,96,953,10,"4,913"
771,20,0,0,20,306,7,"1,405"
78,88,10,0,98,754,13,"3,539"
,,,,,,,22

"2017 Elk Harvest, Hunters and Recreation Days for Third Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
79,0,0,0,0,154,0,823
80,56,0,0,56,767,7,"3,548"
81,29,7,0,36,714,5,"3,480"
82,50,26,7,83,496,17,"2,346"
83,56,24,0,80,551,15,"2,909"
84,6,5,0,11,72,15,336
85,52,3,0,55,449,12,"2,126"
851,11,0,0,11,125,9,561
86,22,0,0,22,371,6,"1,884"
861,8,5,0,13,113,12,594
104,0,0,0,0,6,0,24
133,4,0,0,4,8,50,30
134,0,0,0,0,13,0,59
140,8,0,0,8,39,21,152
141,4,0,0,4,13,31,67
142,18,0,0,18,71,25,254
Total,"3,470","2,038",235,"5,743","46,091",12,"221,101"
"2017 Elk Harvest, Hunters and Recreation Days for Fourth Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,0,4,0,4,16,25,50
2,0,3,4,7,21,33,72
201,0,5,0,5,37,14,135
3,17,31,0,48,860,6,"3,103"
301,11,18,0,29,405,7,"1,120"
4,51,23,12,86,554,16,"1,908"
441,33,64,0,97,200,49,573
5,3,3,0,6,68,9,101
6,7,50,7,64,183,35,627
7,2,10,0,12,72,17,246
8,7,0,0,7,105,7,388
9,10,0,0,10,10,100,23
10,0,41,0,41,76,54,304
11,63,86,10,159,921,17,"3,339"
211,38,82,12,132,473,28,"1,643"
12,41,46,10,97,493,20,"1,769"
13,36,39,9,84,241,35,963
131,1,19,3,23,78,29,270
231,1,4,0,5,61,8,225
14,8,5,3,16,89,18,349
214,6,10,6,22,74,30,246
15,8,28,2,38,251,15,985
16,11,12,6,29,112,26,351
161,27,57,11,95,214,44,822
17,2,22,6,30,182,16,617
171,7,12,0,19,111,17,408
18,25,33,7,65,947,7,"3,519"
181,5,5,0,10,328,3,"1,019"
19,5,0,0,5,95,5,344
191,3,5,0,8,116,7,382
20,8,7,0,15,32,47,112
21,0,13,0,13,173,8,581
,,,,,,,23

"2017 Elk Harvest, Hunters and Recreation Days for Fourth Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
22,3,33,2,38,155,25,640
23,12,55,10,77,446,17,"1,663"
24,12,19,12,43,262,16,878
25,1,2,0,3,33,9,136
26,3,1,0,4,79,5,317
27,0,15,0,15,113,13,395
28,42,41,14,97,681,14,"2,439"
29,3,0,0,3,22,14,81
30,13,7,0,20,228,9,742
31,9,15,4,28,172,16,555
32,9,24,0,33,76,43,235
33,4,10,0,14,221,6,880
34,0,1,0,1,42,2,164
35,0,0,0,0,47,0,136
36,0,1,0,1,24,4,76
361,3,3,0,6,22,27,72
37,0,47,0,47,355,13,"1,050"
371,3,15,3,21,170,12,565
38,3,2,0,5,34,15,108
39,3,0,0,3,18,17,45
391,4,0,0,4,13,31,49
40,8,8,0,16,47,34,143
41,0,20,5,25,307,8,"1,154"
411,0,5,4,9,34,26,127
42,14,45,6,65,330,20,"1,250"
421,12,8,0,20,156,13,549
43,4,35,0,39,166,23,635
44,4,0,0,4,10,40,36
444,15,8,0,23,74,31,263
45,0,0,0,0,9,0,39
46,0,0,0,0,9,0,23
461,0,0,0,0,12,0,57
47,8,2,0,10,35,29,138
471,0,2,0,2,18,11,53
48,0,17,0,17,50,34,170
481,2,0,0,2,30,7,132
49,5,26,10,41,141,29,510
50,11,19,4,34,121,28,434
500,5,7,0,12,29,41,89
501,4,0,0,4,36,11,137
51,9,0,0,9,26,35,88
511,5,0,0,5,83,6,304
52,3,5,3,11,77,14,199
521,0,9,2,11,180,6,744
53,0,14,3,17,88,19,306
54,44,9,0,53,183,29,697
55,2,16,0,18,129,14,542
551,4,18,0,22,57,39,220
56,6,10,0,16,49,33,204
561,0,5,0,5,27,19,112
57,8,5,0,13,92,14,351
58,13,4,0,17,100,17,343
581,17,0,0,17,105,16,273
59,0,0,0,0,59,0,172
60,2,0,0,2,58,3,264
61,12,64,14,90,227,40,807
,,,,,,,24

"2017 Elk Harvest, Hunters and Recreation Days for Fourth Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
62,11,16,4,31,185,17,730
63,0,7,0,7,79,9,348
64,10,12,0,22,81,27,273
65,21,32,5,58,156,37,534
66,25,42,6,73,150,49,575
67,3,30,0,33,220,15,896
68,0,0,0,0,156,0,630
681,0,7,0,7,92,8,389
69,4,0,0,4,38,11,132
691,0,0,0,0,5,0,10
70,13,49,2,64,383,17,"1,438"
71,2,7,0,9,52,17,197
711,0,39,8,47,175,27,665
72,10,0,0,10,25,40,88
73,0,5,0,5,22,23,76
74,0,7,0,7,53,13,184
741,0,0,0,0,12,0,46
75,4,10,1,15,85,18,292
751,7,3,0,10,67,15,251
76,0,47,0,47,178,26,663
77,9,8,2,19,78,24,302
771,0,0,0,0,26,0,77
78,15,7,0,22,61,36,227
79,0,0,0,0,88,0,309
80,5,8,0,13,80,16,310
81,6,0,0,6,74,8,298
82,5,15,3,23,97,24,346
83,17,41,0,58,102,57,361
84,14,8,0,22,44,50,142
85,4,33,3,40,141,28,505
851,16,0,0,16,31,52,139
86,0,5,0,5,78,6,303
861,5,0,0,5,26,19,97
104,0,0,0,0,4,0,10
133,0,0,0,0,3,0,13
140,0,0,0,0,27,0,82
142,5,0,0,5,21,24,61
Total,991,"1,827",238,"3,056","17,160",18,"61,384"
"2017 Elk Harvest, Hunters and Percent Success for All Rifle Seasons",,,,,,,
